Gene_name,468-4_LPS,685-2_LPS-2,697-3_LPS-2,697-1_LPS-1,697-5_LPS,697-2_LPS,685-1_LPS,468-6_LPS,685-2_CTRL-3,697-3_CTRL-3,697-1_CTRL-3,468-4_CTRL,685-1_CTRL,697-5_CTRL,697-2_CTRL,468-6_CTRL
Defa-ps12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defa-ps13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defa-rs1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defa-rs7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defa17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defa2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defa20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defa21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defa22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defa23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defa24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Defa25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defa26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defa3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defa4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defa5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defa6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defb1,1,2,0,2,13,0,3,51,2,2,0,8,1,4,3,2
Defb10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defb11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defb12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defb13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Defb14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defb15,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0
Defb18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defb19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defb20,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Defb21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defb22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defb23,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0
Defb25,0,11,12,9,27,5,39,14,9,23,16,20,8,9,18,1
Defb26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Defb28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defb29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defb3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Defb30,0,0,3,1,1,0,0,0,0,0,0,1,0,0,1,0
Defb33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Defb34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Defb35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defb36,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Defb37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defb38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defb39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defb4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defb40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defb41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Defb42,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
Defb43,0,0,0,0,5,1,8,6,0,0,1,3,2,4,2,1
Defb44-ps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defb45,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
Defb46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defb47,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0
Defb48,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Defb5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Defb50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Defb6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defb7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defb8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defb9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Degs1,2107,11796,5323,16578,30178,6357,38465,17333,6315,14647,8967,19583,21765,6625,26489,1439
Degs2,5,39,34,61,162,47,159,23,15,60,40,58,116,42,223,0
Dek,91,1162,457,2394,1266,625,2962,576,823,1457,1575,1260,1701,354,2436,49
Dennd1a,148,640,439,1168,2175,617,2076,694,431,1135,744,1103,1106,382,2027,48
Dennd1b,106,471,228,1060,1656,496,1829,589,306,622,549,969,1058,326,1724,45
Dennd1c,9,18,6,26,218,41,142,25,16,61,18,128,129,75,509,7
Dennd2a,175,1102,723,1596,2266,467,3528,1830,646,1773,1008,1752,2345,546,2469,150
Dennd2c,73,571,221,1008,399,78,803,234,377,774,626,681,688,154,935,24
Dennd2d,6,49,16,109,108,69,355,53,25,85,36,65,145,17,208,2
Dennd3,24,305,113,531,221,59,462,191,221,442,393,319,305,46,257,12
Dennd4a,271,1303,642,2571,2374,777,6237,2036,1052,2208,2319,2164,4203,544,3874,150
Dennd4b,43,316,198,657,659,207,1023,318,379,674,480,610,992,306,1828,23
Dennd4c,190,1102,461,2118,2797,641,3884,1692,782,1897,1363,2729,3592,1346,6088,169
Dennd5a,1208,6072,3100,10865,14975,3184,19450,8533,3717,9404,6294,10632,9802,3087,12161,658
Dennd5b,62,304,211,613,605,113,979,536,231,870,454,581,752,188,821,44
Dennd6a,101,645,299,1452,1346,435,2555,791,463,925,778,1113,1500,392,2162,49
Dennd6b,15,163,60,266,304,111,590,155,98,197,167,192,360,80,324,14
Denr,406,2681,1092,4730,4933,1398,5805,1784,870,2163,1361,2305,1929,639,2517,107
Depdc1a,0,9,4,71,1,2,28,4,19,18,46,5,31,1,17,0
Depdc1b,2,91,23,115,1,2,38,4,78,67,75,39,45,6,64,0
Depdc5,92,706,367,1194,1694,547,3280,1008,512,1105,890,924,1213,365,1543,76
Depdc7,15,75,22,107,138,23,243,83,42,143,96,199,232,84,317,10
Deptor,44,119,68,269,239,44,339,123,122,237,165,451,331,113,552,16
Dera,48,440,186,607,813,222,1170,395,244,633,404,703,751,213,1220,42
Derl1,626,3029,1621,5983,7862,1380,9381,4597,2099,4444,3815,6506,6120,2017,7977,380
Derl2,191,1020,505,2108,2233,510,3212,1198,700,1682,1303,1864,1902,556,2445,109
Derl3,10,22,11,27,119,13,95,71,23,47,42,94,92,30,56,4
Des,3229,28472,27603,38679,111122,8121,43913,70629,15626,71925,23379,32868,29435,23277,42270,6903
Desi1,212,1508,880,2422,1736,343,2627,1166,927,2370,1574,2208,1601,460,2041,106
Desi2,221,1315,660,3258,2014,511,3611,1095,965,2249,2045,2752,1998,579,2707,90
Det1,46,364,155,558,378,113,828,270,217,510,306,436,534,127,666,20
Dexi,43,285,168,484,581,100,764,374,235,494,335,552,514,149,603,36
Dffa,62,345,189,652,464,117,961,285,247,584,421,555,686,185,916,36
Dffb,18,100,50,248,140,34,243,88,98,179,168,179,169,47,210,6
Dfna5,12,101,60,185,148,29,203,126,93,121,116,259,283,43,290,15
Dfnb59,0,0,0,8,0,0,1,1,1,1,2,0,0,0,1,0
Dgat1,60,501,267,1006,978,157,1196,589,339,824,599,818,763,232,918,58
Dgat2,27,295,100,681,280,40,190,142,143,280,239,242,148,68,251,12
Dgat2l6,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0
Dgcr14,62,594,278,886,934,205,1346,479,411,886,607,748,872,237,1159,55
Dgcr2,325,2606,1304,4385,4023,935,6721,2669,1601,3865,2700,3456,4338,1033,5142,275
Dgcr6,71,479,269,712,615,107,795,386,316,775,590,824,627,156,737,34
Dgcr8,129,933,441,1637,1453,303,2527,986,582,1427,1061,1187,1646,407,2157,87
Dgka,55,413,200,595,1126,274,2162,805,340,900,563,794,1539,312,1400,71
Dgkb,0,0,2,7,5,0,6,6,0,0,3,6,0,2,8,0
Dgkd,228,1364,692,2459,3005,686,3952,1455,958,2273,1615,2896,3406,1222,6349,131
Dgke,57,299,191,802,592,144,1206,340,203,555,421,649,561,159,744,27
Dgkeos,1,0,5,2,0,1,2,0,0,0,0,4,1,0,1,1
Dgkg,5,14,6,19,42,0,28,59,10,48,13,80,9,13,18,5
Dgkh,82,532,342,1027,1210,298,1048,520,359,1145,702,846,510,220,832,47
Dgki,0,13,5,21,42,6,28,29,9,12,19,12,8,6,22,1
Dgkk,13,44,32,65,686,59,263,254,21,106,34,158,183,193,240,24
Dgkq,110,772,415,1254,1197,229,1582,710,517,1129,849,1122,1123,346,1460,35
Dgkz,148,1203,708,1854,1915,350,2878,1318,896,2282,1363,2682,3392,1344,7442,164
Dguok,52,427,265,608,553,126,823,474,252,711,384,703,577,185,680,37
Dhcr24,382,3993,1558,6423,2631,450,4954,1838,2905,5543,4692,3890,4577,807,3252,199
Dhcr7,70,979,379,1786,478,75,985,298,810,1417,1374,1130,1123,209,1124,37
Dhdds,160,993,548,1800,1654,339,2334,985,661,1628,1184,1731,1630,483,2066,107
Dhdh,11,69,25,186,194,32,165,54,74,171,177,197,235,93,465,12
Dhfr,20,343,126,592,124,60,440,106,289,377,401,317,317,46,404,4
Dhh,3,33,15,84,81,10,52,51,24,33,26,76,37,19,27,1
Dhodh,22,238,134,311,264,62,432,125,160,389,234,305,335,70,377,19
Dhps,106,627,319,936,1773,300,1719,978,364,843,535,1168,841,330,1172,79
Dhrs1,185,1151,650,1936,2245,450,3031,1237,797,1878,1348,2348,2102,584,2666,106
Dhrs11,31,191,117,305,385,74,424,228,140,262,217,371,292,104,389,35
Dhrs13,6,98,36,143,73,25,224,75,61,118,85,149,201,23,161,6
Dhrs2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Dhrs3,79,770,414,1317,1807,461,1532,1134,1463,3556,2323,2275,3466,1251,8974,122
Dhrs4,85,476,262,1027,649,143,858,379,276,835,711,960,542,145,777,36
Dhrs7,45,273,147,590,409,73,347,204,257,543,499,579,315,155,541,37
Dhrs7b,76,536,270,676,792,167,1018,530,324,801,486,909,766,234,932,57
Dhrs7c,0,0,0,0,3,1,1,0,0,0,0,0,2,0,2,0
Dhrs9,23,130,29,303,151,137,1085,112,35,46,48,203,248,26,286,3
Dhrsx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhtkd1,21,195,87,320,312,67,511,221,167,367,313,382,417,98,479,30
Dhx15,571,4073,1784,8083,8494,2273,13235,4377,2318,5341,4052,5830,6185,1733,7775,304
Dhx16,150,972,488,1542,2004,445,2815,1169,706,1648,995,1537,1850,543,2425,112
Dhx29,166,1213,625,2061,1535,410,2857,1058,711,1804,1155,1604,1734,441,2025,94
Dhx30,276,2198,1164,3688,3514,738,5788,2140,1530,3419,2229,2729,3566,944,4387,204
Dhx32,165,1206,549,1508,2175,329,2916,1737,779,1694,1023,1766,2125,619,2315,175
Dhx33,161,1139,525,2303,1542,428,3323,1120,614,1593,1046,1414,1869,473,2215,88
Dhx34,53,425,171,741,664,167,1038,364,291,568,486,512,722,167,950,28
Dhx35,68,485,221,822,505,142,920,261,302,826,504,566,561,139,724,24
Dhx36,295,1719,755,4012,2999,867,5901,1757,1235,2499,2297,2891,3336,757,4035,158
Dhx37,111,903,457,1504,1272,290,2183,785,450,1168,684,1072,949,347,1478,66
Dhx38,262,1679,796,2963,3503,800,4496,1696,900,2140,1609,2122,2195,733,3619,118
Dhx40,327,2058,844,4932,4685,936,6333,3165,1130,2374,2088,3029,2991,1077,3559,238
Dhx57,224,1550,791,2736,1721,460,3477,1241,1018,2393,1736,2101,2314,552,2456,121
Dhx58,83,372,153,762,1560,755,1815,168,26,48,38,69,83,28,160,1
Dhx8,260,1894,970,2913,3171,596,4854,1804,1053,2709,1663,2420,2708,829,3573,152
Dhx9,861,6790,3080,12640,9577,3052,19011,5373,4105,8975,7037,7814,10790,2456,13880,416
Diablo,112,661,364,1258,1447,284,1897,890,418,1048,711,1220,1166,295,1269,65
Diap1,274,1505,709,2409,4307,876,4266,2008,869,2240,1226,2466,2392,1024,4354,185
Diap2,225,1115,591,2697,3293,1310,5329,1113,577,1551,1261,1813,2403,591,3436,88
Diap3,41,634,225,1161,362,141,817,194,462,792,684,401,538,85,546,19
Dicer1,297,2333,1241,4189,3233,932,7436,2157,1548,3663,2392,2785,4248,980,5135,197
Dido1,340,2291,1202,4507,3742,914,6621,2363,1300,3342,2233,2862,3413,885,4357,190
Diexf,58,427,221,826,514,120,1206,379,250,562,393,525,636,130,769,29
Dimt1,23,182,82,444,281,79,692,181,101,251,194,304,305,67,291,13
Dio1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dio2,8,125,23,295,55,17,116,42,121,55,106,98,43,13,44,1
Dio3,0,0,0,1,7,0,1,0,2,0,2,1,1,0,1,0
Dio3os,0,0,0,8,0,0,0,0,3,2,2,0,0,0,0,0
Dip2a,244,1737,941,3201,2091,546,3603,1215,1161,3092,2231,2516,2769,691,3653,121
Dip2b,174,1494,822,2515,1939,378,3140,1309,1222,2740,2413,2420,2473,689,3399,128
Dip2c,185,1005,534,2034,2360,519,3319,1631,707,1637,1395,1797,1720,564,2202,133
Diras1,0,3,3,7,19,4,11,6,6,10,6,22,19,1,14,1
Diras2,10,55,38,239,34,8,24,16,87,309,279,198,23,10,39,1
Dirc2,316,1383,831,2271,3256,714,3816,1799,929,2343,1610,2796,2484,734,2926,161
Dis3,84,705,341,1318,783,253,2054,508,420,882,669,776,834,182,1021,33
Dis3l,126,1009,462,1410,1338,267,1911,883,624,1527,955,1345,1309,358,1885,83
Dis3l2,40,277,135,486,584,157,957,341,213,425,254,417,585,146,785,26
Disc1,2,26,22,53,28,6,22,5,20,61,36,59,27,7,73,0
Disp1,275,1838,1072,2853,2433,428,3439,2051,1557,3415,2557,3062,2803,708,3080,201
Disp2,10,35,30,76,321,21,112,201,49,153,109,116,110,72,117,13
Dixdc1,20,335,123,470,366,61,469,266,438,703,670,705,462,128,496,21
Dkc1,74,740,324,1468,507,131,1606,361,333,733,543,667,664,159,819,25
Dkk1,1,2,0,13,3,1,44,3,2,0,1,5,5,0,2,0
Dkk2,242,1190,1766,3552,2870,520,1915,825,988,6182,2647,2687,1247,1032,3337,78
Dkk3,298,951,1206,3982,2394,275,991,1388,769,4207,2522,3006,663,628,1327,108
Dkk4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Dkkl1,1,7,1,3,59,3,28,46,4,3,3,2,17,6,18,2
Dlat,293,2206,1258,3347,3045,706,4512,2045,1381,3623,1983,3043,2723,840,3401,137
Dlc1,811,5228,3811,10220,5766,797,5939,2971,3613,11180,6610,6768,5164,1447,4550,323
Dld,456,2568,1106,5062,6383,1558,7787,2972,1468,3624,2808,4248,3819,1206,5094,209
Dlec1,2,20,26,36,44,2,41,26,22,43,42,54,57,14,42,1
Dleu2,6,39,8,82,167,38,277,178,28,53,51,70,142,40,154,11
Dleu7,1,5,0,9,10,2,14,7,0,11,4,13,15,5,10,0
Dlg1,855,4443,2314,7437,8348,2116,17594,5562,2958,7474,5042,8148,11163,2058,10450,467
Dlg2,14,41,12,55,132,101,1133,440,28,59,57,175,1288,24,613,13
Dlg3,144,1256,635,2107,1804,274,3485,1866,1152,2494,2097,1944,3849,673,2748,216
Dlg4,185,1326,746,2567,1830,385,2650,1074,676,1901,1174,1710,1301,344,1625,71
Dlg5,549,3578,2090,6539,4279,696,5648,3174,2568,6206,4405,5394,3919,1162,4514,335
Dlgap1,11,38,24,39,63,25,90,75,21,26,18,57,55,17,56,4
Dlgap2,2,2,0,6,11,2,7,3,1,10,7,10,7,1,7,1
Dlgap3,1,6,3,13,12,3,1,0,6,10,7,9,4,0,5,0
Dlgap4,635,3163,1961,5557,7711,1308,7359,3792,1466,4289,2417,4211,3220,1078,4283,282
Dlgap5,24,694,180,1013,44,21,420,18,534,781,746,210,306,37,331,6
Dlk1,8,241,54,96,324,110,1554,434,95,107,65,126,1102,45,531,24
Dlk2,1,5,8,19,17,1,14,5,14,47,47,18,16,7,23,1
Dll1,9,33,26,183,192,130,263,11,6,34,21,18,11,4,5,0
Dll3,1,0,0,1,2,0,1,3,0,2,3,0,0,1,0,0
Dll4,1,4,5,3,1,0,5,3,1,4,3,2,2,1,6,0
Dlst,555,3816,2177,7012,6229,1592,9726,3518,2235,5587,3673,5298,5154,1409,6692,271
Dlx1,3,7,1,1,5,3,17,1,0,0,1,36,4,2,12,2
Dlx1as,0,0,0,1,1,0,6,0,1,0,0,3,2,0,1,0
Dlx2,10,110,37,82,122,5,117,85,75,107,90,215,121,35,127,15
Dlx3,0,3,1,0,52,2,10,24,0,0,0,10,7,9,4,7
Dlx4,1,1,2,11,9,1,25,31,2,1,3,18,11,5,12,0
Dlx5,0,0,0,3,0,1,3,1,1,15,4,7,2,0,2,0
Dlx6,0,0,0,0,0,0,1,1,0,2,2,2,0,0,0,0
Dlx6as2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dlx6os1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2,0
Dmap1,59,470,272,831,719,189,1190,370,342,796,579,634,668,180,882,33
Dmbt1,0,0,1,3,7,1,2,1,0,1,1,0,0,1,0,0
Dmbx1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0
Dmc1,1,43,12,24,179,35,201,107,32,31,7,19,138,29,216,8
Dmd,314,1369,1063,3021,954,307,1884,678,1047,3671,2150,2949,1114,294,1201,54
Dmgdh,0,6,0,0,0,2,1,0,0,0,0,5,1,1,1,0
Dmkn,0,2,0,0,43,3,46,18,0,2,0,0,19,1,14,0
Dmp1,0,3,2,4,9,1,13,0,1,2,0,1,3,3,24,1
Dmpk,515,3005,3928,8370,3393,306,2198,2584,2611,12680,5920,5720,1724,785,2030,263
Dmr,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Dmrt1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0
Dmrt2,1,19,8,21,46,9,52,33,16,33,34,61,26,15,37,5
Dmrt3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Dmrta1,0,10,3,8,37,1,9,9,3,3,5,28,14,16,25,1
Dmrta2,7,10,12,17,15,8,99,20,10,8,8,21,58,3,51,3
Dmrtb1,1,1,0,2,4,0,2,6,1,5,0,1,0,1,5,1
Dmrtc1a,3,16,2,32,85,15,93,65,14,17,18,34,67,20,58,6
Dmrtc1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dmrtc1c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dmrtc1c2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dmrtc2,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0
Dmtf1,224,1232,558,2441,2404,730,4956,1621,685,1770,1396,1732,2273,510,2630,111
Dmtn,40,194,93,270,351,53,237,159,143,236,180,328,153,82,206,16
Dmwd,200,1337,824,2137,1685,328,2876,1233,823,2132,1378,1876,1804,437,1686,102
Dmxl1,372,1818,776,4107,5037,1317,7546,2485,1195,2782,2369,3925,4611,1433,6750,209
Dmxl2,150,681,367,1321,2508,514,2322,1006,464,1160,813,2136,1746,1114,3839,91
Dna2,6,127,43,186,70,25,179,40,104,145,132,123,224,44,418,1
Dnaaf1,0,0,0,6,4,0,5,2,0,2,1,3,0,0,2,0
Dnaaf2,32,203,93,283,160,34,371,112,110,281,195,244,251,57,326,18
Dnaaf3,7,127,27,177,76,11,69,52,83,126,125,67,69,15,78,8
Dnah1,1,21,6,66,25,3,17,18,17,49,51,20,9,3,10,3
Dnah10,9,80,45,186,163,25,203,94,39,139,62,115,85,24,81,7
Dnah11,2,9,12,20,8,3,13,0,10,67,22,16,9,1,15,0
Dnah17,8,52,13,80,82,28,131,36,34,44,30,50,54,21,69,2
Dnah2,0,9,1,17,16,0,15,16,13,13,14,12,14,6,17,2
Dnah5,2,7,0,3,3,2,10,4,0,0,2,10,3,3,2,0
Dnah6,1,4,8,13,12,4,16,2,3,39,19,21,11,3,10,1
Dnah7a,0,0,2,1,3,0,4,4,1,6,2,10,2,0,2,0
Dnah7b,4,70,40,173,49,17,135,71,68,110,98,50,126,13,99,9
Dnah8,21,382,49,148,839,205,1544,545,227,209,84,166,775,184,731,48
Dnah9,2,3,1,15,22,7,8,8,5,10,9,9,9,11,12,0
Dnaic1,0,1,0,6,14,2,7,13,0,10,3,17,8,3,8,1
Dnaic2,5,51,19,93,91,17,77,72,21,39,26,43,35,24,46,1
Dnaja1,133,749,308,1641,1881,558,3394,1186,422,996,827,1245,1478,369,1788,85
Dnaja2,1236,6502,2612,11327,22416,6907,38416,10277,2760,5911,4233,8062,10599,2739,11239,607
Dnaja3,210,1436,617,2193,2145,490,3713,1408,772,1841,1174,1945,2057,566,2576,98
Dnaja4,120,617,344,993,1806,252,1978,1237,388,1149,642,1244,1312,483,1445,112
Dnajb1,254,1361,772,2280,3001,581,3991,1914,828,2081,1335,2571,2402,683,2646,173
Dnajb11,632,3671,1822,5581,6144,1497,8269,3694,2198,5339,3449,5954,4983,1641,6468,353
Dnajb12,211,1294,608,2153,2683,606,3480,1496,752,1833,1283,1913,2114,580,2677,124
Dnajb13,0,0,0,0,11,1,5,0,1,3,1,16,10,1,15,0
Dnajb14,76,383,219,715,823,184,1087,529,259,611,420,905,844,340,1342,49
Dnajb2,245,1481,856,2864,2565,472,3866,1373,870,2047,1639,1980,2063,452,2022,96
Dnajb3,7,90,45,151,57,14,138,49,52,96,70,110,87,15,59,2
Dnajb4,253,1270,769,2627,3302,479,3830,2425,933,2190,1683,2724,2298,780,2448,211
Dnajb5,66,733,451,1213,879,185,1075,441,426,1201,755,750,704,170,947,26
Dnajb6,46,236,140,458,860,166,1091,460,169,418,255,465,525,172,688,38
Dnajb7,0,0,0,1,1,0,4,5,0,0,3,1,2,0,3,0
Dnajb8,0,0,0,1,0,0,3,0,0,0,1,1,0,0,1,0
Dnajb9,250,1101,462,2438,3838,832,5337,2171,760,1541,1697,2906,3099,1000,3668,171
Dnajc1,356,1756,912,3540,3486,989,6685,2227,1139,2693,2074,3005,4162,793,4054,180
Dnajc10,795,5691,2208,11416,9324,2248,18436,6688,3769,7467,6526,8450,10202,2243,9897,575
Dnajc11,206,1586,819,2456,2865,638,4310,1497,840,2005,1243,1966,2192,683,2957,123
Dnajc12,24,170,90,249,494,98,436,212,121,293,185,316,323,132,507,27
Dnajc13,1042,6708,2959,11605,13905,4264,17992,6596,3730,8673,6337,7764,8146,2603,12015,478
Dnajc14,284,1998,1025,3105,3392,764,5097,2076,1204,3197,2068,2759,3136,779,3915,159
Dnajc15,22,246,119,318,421,105,636,230,156,314,246,363,364,115,625,25
Dnajc16,92,845,377,1339,928,258,1789,571,550,1140,806,1010,1141,324,1663,60
Dnajc17,22,130,71,191,286,65,444,182,89,168,135,193,246,72,286,16
Dnajc18,204,1270,577,2370,2078,464,3301,1554,885,2152,1605,2102,2327,610,2857,130
Dnajc19,11,70,33,116,98,25,178,71,44,105,83,118,111,42,160,5
Dnajc2,149,1028,398,1794,1391,429,2718,875,488,1164,788,1406,1222,319,1593,60
Dnajc21,55,423,198,786,603,202,1531,431,233,562,376,554,561,147,768,24
Dnajc22,1,15,0,12,0,1,5,3,13,4,11,2,5,0,8,1
Dnajc24,25,158,77,296,265,73,574,198,108,219,207,269,338,67,427,14
Dnajc25,96,564,298,1082,776,192,1203,532,370,832,599,821,614,188,761,41
Dnajc27,46,240,155,533,416,81,626,203,173,374,312,383,324,109,503,26
Dnajc28,24,208,104,315,258,46,387,213,163,310,250,366,450,100,486,23
Dnajc3,724,3679,1795,6993,8117,1860,12383,5322,2514,5829,4592,7786,8191,2193,9025,477
Dnajc30,49,323,216,543,601,97,770,356,279,614,344,562,560,134,687,30
Dnajc4,38,213,128,320,462,80,464,265,142,377,219,418,343,124,454,31
Dnajc5,608,3419,1695,5745,7584,1656,11887,4421,2071,4910,3284,6311,7034,2123,9099,363
Dnajc5b,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
Dnajc5g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dnajc6,12,35,8,38,200,34,486,116,57,44,75,181,948,81,637,20
Dnajc7,307,2448,992,3780,3892,1028,6202,2355,1378,3039,2374,3323,3613,1088,5192,180
Dnajc8,381,2429,1202,3840,4252,1018,6860,2799,1342,3552,2354,3821,3842,1131,4561,214
Dnajc9,105,888,335,1365,967,135,1314,615,668,1089,1058,1075,972,283,1019,57
Dnal1,172,845,419,1469,1413,281,2397,929,552,1310,1008,1545,1516,359,1453,95
Dnal4,64,524,307,907,947,176,1442,686,353,833,596,918,965,248,1137,60
Dnali1,1,10,3,8,4,1,9,6,8,2,6,13,12,3,7,0
Dnase1,3,59,13,76,44,11,79,34,30,43,31,67,38,12,71,3
Dnase1l1,99,330,159,463,1957,311,1311,769,216,544,360,1257,1009,677,2202,71
Dnase1l2,2,20,15,40,20,8,52,25,18,25,29,20,28,8,34,0
Dnase1l3,1,2,0,14,10,7,10,5,0,2,1,2,2,3,4,0
Dnase2a,103,758,366,1048,1670,327,1126,627,494,1049,925,1273,1135,582,3027,60
Dnase2b,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0
Dnd1,1,21,10,38,26,6,54,13,16,26,20,43,32,12,35,0
Dner,17,42,77,120,58,11,47,21,29,223,61,194,25,18,53,0
Dnlz,158,955,624,1546,1805,267,2166,1027,554,1554,777,1683,1319,422,1723,77
Dnm1,27,338,51,384,864,150,1141,1385,252,158,217,222,811,177,863,95
Dnm1l,450,2287,1140,5132,4170,1237,7844,2609,1405,3421,2753,4409,4437,1080,5039,205
Dnm2,592,3663,1964,5418,7152,1474,8984,4165,2225,5673,3508,5673,5707,1890,8357,380
Dnm3,20,97,73,245,154,46,298,142,100,284,228,246,209,45,248,8
Dnm3os,42,766,279,2521,218,165,792,363,993,1418,3314,735,929,76,1345,22
Dnmbp,106,833,463,1365,925,180,1464,553,562,1531,1052,1219,1186,384,1667,76
Dnmt1,145,2279,902,3690,1150,382,2959,890,1664,2793,2466,2291,3189,1095,5815,104
Dnmt3a,239,1325,826,3380,2976,987,6297,1886,1376,3158,2606,4011,5479,1445,9873,177
Dnmt3aos,1,0,0,3,3,1,10,0,3,1,5,17,8,6,40,1
Dnmt3b,5,63,32,127,43,16,135,49,33,90,69,70,105,22,133,5
Dnmt3l,12,106,26,159,200,28,103,78,27,62,47,110,38,48,94,10
Dnpep,389,2750,1660,4418,4111,602,4976,2463,1585,4438,2742,4199,3142,899,3107,217
Dnph1,7,200,63,256,62,25,180,39,137,199,153,149,124,18,208,6
Dntt,0,0,0,1,11,0,2,3,1,0,1,0,3,3,5,1
Dnttip1,84,641,321,1012,1122,275,1910,699,394,947,655,997,1105,256,1220,46
Dnttip2,264,1705,786,3042,3105,737,4738,1773,888,2237,1548,2379,2166,661,2870,127
Doc2a,24,158,66,300,249,58,460,145,78,212,140,216,251,58,310,13
Doc2b,5,12,17,56,110,10,50,140,18,91,50,51,33,19,58,8
Doc2g,9,59,29,135,35,7,123,17,39,86,69,78,100,14,55,4
